ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0002054328-25-000002	30-SEP-2025	N							Bravias Capital Group, LLC	33 WOOD AVENUE SOUTH, 6TH FLOOR		ISELIN	NJ	08830	13F HOLDINGS REPORT	028-24782	000289589	801-128383	N	
0001420506-25-002870	30-SEP-2025	N							Continuum Advisory, LLC	873 E. STATE STREET		EAGLE	ID	83616	13F HOLDINGS REPORT	028-21226			N	
0002033794-25-000006	30-SEP-2025								LifeWealth Investments, LLC	270 W. PLANT STREET, STE. 240		WINTER GARDEN	FL	34787	13F HOLDINGS REPORT	028-25415	000332978	801-131318	N	
0001994512-25-000006	30-SEP-2025								Cobblestone Asset Management LLC	9011 ARBORETUM PARKWAY	SUITE 180	RICHMOND	VA	23236	13F HOLDINGS REPORT	028-23399	000326545		N	
0002051613-25-000008	30-SEP-2025								KIECKHEFER GROUP LLC	1323 W TOWNE SQUARE ROAD		MEQUON	WI	53092	13F HOLDINGS REPORT	028-24540	000331128	801-130293	N	
0002063364-25-000228	30-SEP-2025								Rooted Wealth Advisors, Inc.	389 WILLIAM R LATHAM SENIOR DRIVE		BOURBONNAIS	IL	60914	13F HOLDINGS REPORT	028-22916	000313759	801-121129	N	
0001807909-25-000006	30-SEP-2025								waypoint wealth counsel	3715 NORTHSIDE PKWY NW	BLDG 400-775	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-24034	000171822	801-110569	N	
0001054677-25-000008	30-SEP-2025								ALBION FINANCIAL GROUP /UT	812 EAST 2100 SOUTH		SALT LAKE CITY	UT	84106	13F HOLDINGS REPORT	028-06676			N	
0001420506-25-002866	30-SEP-2025	N							Benin Management CORP	96 BALD HILL ROAD		WILTON	CT	06897	13F HOLDINGS REPORT	028-14076			N	
0002063364-25-000226	30-SEP-2025								Shilanski & Associates, Inc.	431 W. 7TH AVENUE	SUITE 100	ANCHORAGE	AK	99501	13F HOLDINGS REPORT	028-19558	000116431	801-88195	N	
0001846150-25-000011	30-SEP-2025								SAX WEALTH ADVISORS, LLC	389 INTERPACE PARKWAY	SUITE 3	PARSIPPANY	NJ	07054	13F HOLDINGS REPORT	028-20897	000119193		N	
0001062993-25-016209	30-SEP-2025	N							Smith Salley Wealth Management	324 WEST WENDOVER AVENUE, SUITE 301		GREENSBORO	NC	27408	13F HOLDINGS REPORT	028-13643	000129614	801-62538	N	
0001033974-25-000007	30-SEP-2025								SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI	P.O. BOX 628		NEENAH	WI	54957-0628	13F HOLDINGS REPORT	028-06036			N	
0001964819-25-000007	30-SEP-2025								McGlone Suttner Wealth Management, Inc.	3501 E EVERGREEN DRIVE STE. A		APPLETON	WI	54913	13F HOLDINGS REPORT	028-22874	000149830	028-22874	N	
0001941040-25-000554	30-SEP-2025	N							Sivia Capital Partners, LLC	495 Miller Avenue	Ste 206	Mill Valley	CA	94941	13F HOLDINGS REPORT	028-23900	000170413	801-79173	N	
0001398344-25-019309	30-SEP-2025	N							Weaver Capital Management LLC	5400 LAUREL SPRINGS PARKWAY	SUITE 303	SUWANEE	GA	30024	13F HOLDINGS REPORT	028-24183	000135037	801-110518	N	
0001479844-25-000015	30-SEP-2025								Diversified Trust Co	6075 Poplar Avenue	Suite 850	Memphis	TN	381194717	13F HOLDINGS REPORT	028-13697			N	
0001172661-25-004330	30-SEP-2025	N							Simplify Asset Management Inc.	10845 Griffith Peak Drive, 2/F		Las Vegas	NV	89135	13F HOLDINGS REPORT	028-20937	000309535	801-119255	N	
0001172661-25-004327	30-SEP-2025	N							Legal Advantage Investments, Inc.	26625 St Francis Road		Los Altos Hills	CA	94022	13F HOLDINGS REPORT	028-20486	000118131	801-119120	N	
0001140361-25-038578	30-SEP-2025	N							YANKCOM Partnership	225 Cedar St		Yankton	SD	57078	13F COMBINATION REPORT	028-24625			N	
0002085853-25-000117	30-SEP-2025	N							Montz Harcus Wealth Management LLC	610 City Park Avenue		New Orleans	LA	70119	13F HOLDINGS REPORT	028-22392	000301963	801-115292	N	
0002079812-25-000002	30-SEP-2025								Tripletail Wealth Management, LLC	224 E. MARKS ST.		ORLANDO	FL	32803	13F COMBINATION REPORT	028-25721	000318781	801-133752	N	
0001571556-25-000007	30-SEP-2025								Pure Financial Advisors, LLC	3131 CAMINO DEL RIO N	STE 1550	SAN DIEGO	CA	92108	13F HOLDINGS REPORT	028-15445	000144316	801-70137	N	
0001839430-25-000007	30-SEP-2025								Oak Harvest Investment Services	920 MEMORIAL CITY WAY	SUITE 150	HOUSTON	TX	77024	13F HOLDINGS REPORT	028-20428			N	
0001950506-25-000008	30-SEP-2025								Fortitude Family Office, LLC	7500 N DOBSON RD	SUITE 151	SCOTTSDALE	AZ	85256	13F HOLDINGS REPORT	028-23499	000317615	801-122907	N	
0001172661-25-004325	30-SEP-2025	N							Austin Private Wealth, LLC	3108 N Lamar Boulevard	Suite B100	Austin	TX	78705	13F HOLDINGS REPORT	028-19892			N	
0001140361-25-038508	30-SEP-2025	N							FARMERS & MERCHANTS INVESTMENTS INC	PO BOX 82535		LINCOLN	NE	68501	13F HOLDINGS REPORT	028-10511			N	
0001928635-25-000008	30-SEP-2025								Range Financial Group LLC	7307 SW BEVELAND ST #110		TIGARD	OR	97223	13F HOLDINGS REPORT	028-22544	000290001	801-119404	N	
0002035324-25-000010	30-SEP-2025								NEW WAVE WEALTH ADVISORS LLC	4403 S THOMPSON ST	STE 1	SPRINGDALE	AR	72764	13F HOLDINGS REPORT	028-24348	000323414	801-126788	N	
0001626757-25-000009	30-SEP-2025								NIXON PEABODY TRUST CO	53 STATE STREET	29TH FLOOR	BOSTON	MA	02109-2835	13F HOLDINGS REPORT	028-17066		028-17066	N	
0001388168-25-000006	30-SEP-2025								Atlas Brown,Inc.	333 E. MAIN STREET	SUITE 400	LOUISVILLE	KY	40202	13F HOLDINGS REPORT	028-12200	000133408	801-63702	N	
0000928052-25-000005	30-JUN-2025								HM PAYSON & CO	PO BOX 31		PORTLAND	ME	04112	13F HOLDINGS REPORT	028-04422			N	
0002004963-25-000006	30-SEP-2025								Petros Family Wealth, LLC	8500 NORMANDALE LAKE BLVD	SUITE 850	BLOOMINGTON	MN	55437	13F HOLDINGS REPORT	028-25055	000324059	801-126983	N	
0000928052-25-000004	30-SEP-2025								HM PAYSON & CO	PO BOX 31		PORTLAND	ME	04112	13F HOLDINGS REPORT	028-04422			N	
0002041262-25-000003	30-SEP-2025	N							Old North State Wealth Management, LLC	1430 Commonwealth Drive	Suite 200	Wilmington	NC	28403	13F COMBINATION REPORT	028-24402	000148659	801-69690	N	
0001542287-25-000002	30-SEP-2025	N							Annex Advisory Services, LLC	17950 W. CORPORATE DRIVE	SUITE 300	BROOKFIELD	WI	53045	13F HOLDINGS REPORT	028-15012	000127987	801-63505	N	
0001697725-25-000002	30-SEP-2025	N							Ullmann Wealth Partners Group, LLC	1540 THE GREENS WAY		JACKSONVILLE BEACH	FL	32250	13F HOLDINGS REPORT	028-17826	000316697	801-122769	N	
0002045972-25-000003	30-SEP-2025	N							FFG Partners, LLC	205 South East 20th St.		Fort Lauderdale	FL	33316	13F HOLDINGS REPORT	028-24514	000318641	801-127015	N	
0002011342-25-000006	30-SEP-2025								Private Wealth Management Group, LLC	512 EXECUTIVE DRIVE		PRINCETON	NJ	08540	13F HOLDINGS REPORT	028-23653			N	
0001780570-25-000008	30-SEP-2025								Ethic Inc.	99 HUDSON ST.	FLOOR 17	NEW YORK	NY	10013	13F HOLDINGS REPORT	028-19978	000282827	801-107290	N	
0001172661-25-004323	30-SEP-2025	N							Encompass More Asset Management	390 Diablo Rd	Suite 100	Danville	CA	94526	13F HOLDINGS REPORT	028-23960	000322382	801-126102	N	
0001512779-25-000012	30-SEP-2025								SRH ADVISORS, LLC	2121 E. CRAWFORD PLACE		SALINA	KS	67401	13F COMBINATION REPORT	028-14185	000148479	801-70202	N	
0001420506-25-002863	30-SEP-2025	N							Three Seasons Wealth, LLC	111 EAST 300 SOUTH	STE 1250	SALT LAKE CITY	UT	84111	13F HOLDINGS REPORT	028-25221			N	
0001331997-25-000006	30-SEP-2025								Westend Capital Management, LLC	ONE HARBOR DRIVE	SUITE 300	SAUSALITO	CA	94965	13F HOLDINGS REPORT	028-11430			N	
0002085853-25-000116	30-SEP-2025	N							BURR FINANCIAL SERVICES, LLC	367 Civic Drive	Suite 2	Pleasant Hill	CA	94523	13F HOLDINGS REPORT	028-24121	000323114	801-126646	N	
0002085853-25-000115	30-SEP-2025	N							5T Wealth, LLC	595 Coombs Street		Napa	CA	94559	13F HOLDINGS REPORT	028-24696			N	
0002085853-25-000113	30-SEP-2025	N							Warren Street Wealth Advisors, LLC	4041 Macarthur Blvd	Suite 400	Newport Beach	CA	92660	13F HOLDINGS REPORT	028-21610	000173447	801-117597	N	
0002085853-25-000112	30-SEP-2025	N							Financial Partners Group, Inc	10925 Antioch Ste 100		Overland Park	KS	66210	13F HOLDINGS REPORT	028-18605	000288644	801-111662	N	
0002009176-25-000010	30-SEP-2025								Traveka Wealth, LLC	175 S SAN ANTONIO ROAD	SUITE 101	LOS ALTOS	CA	94022	13F HOLDINGS REPORT	028-23528			N	
0001079397-25-000003	30-SEP-2025								CHESAPEAKE ASSET MANAGEMENT LLC	630 FIFTH AVENUE	SUITE 2310	NEW YORK	NY	10111	13F HOLDINGS REPORT	028-04687			N	
0002085853-25-000109	30-SEP-2025	N							Institute for Wealth Management, LLC.	9878 W. Belleview Ave.	#2306	Denver	CO	80123	13F HOLDINGS REPORT	028-14899	000127207	801-67624	N	
0001725547-25-004118	30-SEP-2025	N							KAVAR CAPITAL PARTNERS GROUP, LLC	11460 TOMAHAWK CREEK PARKWAY	SUITE 420	LEAWOOD	KS	66211	13F HOLDINGS REPORT	028-20576	000311744	801-119947	N	
0001606609-25-000005	30-SEP-2025								Archford Capital Strategies, LLC	13 WOLF CREEK DR	SUITE 2	SWANSEA	IL	62226	13F HOLDINGS REPORT	028-16185	000164482	801-76851	N	
0001951757-25-001171	30-SEP-2025								AFG FIDUCIARY SERVICES LIMITED PARTNERSHIP	2 ESSINGTON DRIVE		HINGHAM	MA	02043	13F HOLDINGS REPORT	028-21857			N	
0001951757-25-001169	30-SEP-2025								REGATTA CAPITAL GROUP, LLC	880 APOLLO ST.	SUITE 129	EL SEGUNDO	CA	90245	13F HOLDINGS REPORT	028-22325			N	
0001951757-25-001166	30-SEP-2025								SARD WEALTH MANAGEMENT GROUP, LLC	5607 GLENRIDGE DRIVE	SUITE 275, BUILDING II	ATLANTA	GA	30342	13F HOLDINGS REPORT	028-23700			N	
0001951757-25-001165	30-SEP-2025								EVERPAR ADVISORS LLC	2431 EAST 61ST STREET	825	TULSA	OK	74136	13F HOLDINGS REPORT	028-23615			N	
0001356407-25-000010	30-SEP-2025								Indiana Trust & Investment Management Co	4045 EDISON LAKES PARKWAY		MISHAWAKA	IN	46545	13F HOLDINGS REPORT	028-11928			N	
0000773411-25-000006	30-SEP-2025								VALLEY NATIONAL ADVISERS INC	1655 VALLEY CENTER PARKWAY	SUITE 100	BETHLEHEM	PA	18017	13F HOLDINGS REPORT	028-16429			N	
0001927285-25-000006	30-SEP-2025								Worth Asset Management, LLC	16660 DALLAS PARKWAY STE 1000		DALLAS	TX	75248	13F HOLDINGS REPORT	028-22493			N	
0001742315-25-000007	30-SEP-2025								J. L. Bainbridge & Co., Inc.	1582 MAIN STREET		SARASOTA	FL	34236	13F HOLDINGS REPORT	028-18853			N	
0001887441-25-000004	30-SEP-2025								ENZI WEALTH	8500 BLUFFSTONE COVE	SUITE 105 A	AUSTIN	TX	78759	13F HOLDINGS REPORT	028-22687	000315457	801-121746	N	
0001951757-25-001161	30-SEP-2025								Perigon Wealth Management, LLC	201 MISSION STREET	SUITE 1825	SAN FRANCISCO	CA	94105	13F HOLDINGS REPORT	028-16082			N	
0001951757-25-001160	30-SEP-2025								Parisi Gray Wealth Management	5 COLD HILL RD S	SUITE 1	MENDHAM	NJ	07945	13F HOLDINGS REPORT	028-18396			N	
0001951757-25-001157	30-SEP-2025								Sandbox Financial Partners, LLC	6903 ROCKLEDGE DRIVE, SUITE 300		BETHESDA	MD	20817	13F HOLDINGS REPORT	028-20767			N	
0001633697-25-000010	30-SEP-2025								Sowell Financial Services LLC	5320 NORTHSHORE DRIVE		NORTH LITTLE ROCK	AR	72118	13F HOLDINGS REPORT	028-17985	000127145		N	
0001951757-25-001154	30-SEP-2025								SAPIENT CAPITAL LLC	401 PENNSYLVANIA PKWY	SUITE 100	INDIANAPOLIS	IN	46280	13F HOLDINGS REPORT	028-23543			N	
0001277279-25-000008	30-SEP-2025								THOMPSON INVESTMENT MANAGEMENT, INC.	1255 FOURIER DRIVE	SUITE 200	MADISON	WI	53717	13F HOLDINGS REPORT	028-10877	000129609	801-62562	N	
0001951757-25-001152	30-SEP-2025								Sovereign Financial Group, Inc.	35 WEST BROAD STREET, SUITE 100		STAMFORD	CT	06902	13F HOLDINGS REPORT	028-20792			N	
0001951757-25-001150	30-SEP-2025								Mayflower Financial Advisors, LLC	265 FRANKLIN STREET	SUITE 401	BOSTON	MA	02110	13F HOLDINGS REPORT	028-21132			N	
0001862864-25-000008	30-SEP-2025								Eagle Bay Advisors LLC	7 WORLD TRADE CENTER	250 GREENWICH ST., 46TH	NEW YORK	NY	10007	13F HOLDINGS REPORT	028-21307			N	
0002047270-25-000009	30-SEP-2025								BankPlus Trust Department	1200 EASTOVER DRIVE	SUITE 300	JACKSON	MS	39211	13F HOLDINGS REPORT	028-24741			N	
0001942548-25-000007	30-SEP-2025								FSM Wealth Advisors, LLC	22901 MILLCREEK BLVD, SUITE 225		CLEVELAND	OH	44122	13F HOLDINGS REPORT	028-22611			N	
0001801507-25-000008	30-SEP-2025								Apella Capital, LLC	65 MEMORIAL ROAD	C340	WEST HARTFORD	CT	06107	13F HOLDINGS REPORT	028-20256			N	
0001815025-25-000006	30-SEP-2025								NovaPoint Capital, LLC	1170 PEACHTREE ST. NE, SUITE 1200		ATLANTA	GA	30309	13F HOLDINGS REPORT	028-20296			N	
0002046157-25-000007	30-SEP-2025								FOUNDERS GROVE WEALTH PARTNERS, LLC	6802 PARAGON PLACE	SUITE 300	RICHMOND	VA	23230	13F HOLDINGS REPORT	028-24549			N	
0001850858-25-000006	30-SEP-2025								Bard Financial Services, Inc.	388 EAST MAIN STREET		BRANFORD	CT	06405	13F HOLDINGS REPORT	028-21128			N	
0001193125-25-241924	30-SEP-2025	N							TB Alternative Assets Ltd.	2001, AGRICULTURAL BANK OF CHINA TOWER	50 CONNAUGHT ROAD CENTRAL, CENTRAL	HONG KONG	K3	00000	13F HOLDINGS REPORT	028-13681	000162014	801-100451	N	
0002011195-25-000005	30-SEP-2025								Apollon Financial, LLC	111 COLEMAN BLVD	SUITE 402	MOUNT PLEASANT	SC	29464	13F HOLDINGS REPORT	028-23732			N	
0001764387-25-000008	30-SEP-2025								Apollon Wealth Management, LLC	111 COLEMAN BLVD	SUITE 402	MOUNT PLEASANT	SC	29464	13F HOLDINGS REPORT	028-19147			N	
0000923469-25-000010	30-SEP-2025								CADINHA & CO LLC	900 FORT STREET MALL	SUITE 1450	HONOLULU	HI	96813	13F HOLDINGS REPORT	028-04292			N	
0001921304-25-000006	30-SEP-2025								Smallwood Wealth Investment Management, LLC	199 BROAD STREET		RED BANK	NJ	07701	13F HOLDINGS REPORT	028-22400	000288663	801-110658	N	
0001914644-25-000003	30-SEP-2025	N							Bill Few Associates, Inc.	2100 GEORGETOWN DRIVE	SUITE 600	SEWICKLEY	PA	15143	13F HOLDINGS REPORT	028-22352	000133561	801-29235	N	
0001927796-25-000002	30-SEP-2025	N							WILLNER & HELLER, LLC	15760 VENTURA BLVD	SUITE 2026	ENCINO	CA	91436	13F HOLDINGS REPORT	028-22557	000135406	801-112631	N	
0001511506-25-000005	30-SEP-2025	N							Carnegie Investment Counsel	30300 CHAGRIN BOULEVARD		PEPPER PIKE	OH	44124	13F HOLDINGS REPORT	028-14398			N	
0001730817-25-000002	30-SEP-2025	N							180 WEALTH ADVISORS, LLC	32125 32ND AVENUE SOUTH, SUITE 100		FEDERAL WAY	WA	98001	13F HOLDINGS REPORT	028-18433	000284921	801-110219	N	
0001727605-25-000002	30-SEP-2025	N							Castle Rock Wealth Management, LLC	1777 BOTELHO DRIVE	SUITE 105	WALNUT CREEK	CA	94596	13F HOLDINGS REPORT	028-18292			N	
0001864916-25-000004	30-SEP-2025	N							Mezzasalma Advisors, LLC	67 APPLE STREET		TINTON FALLS	NJ	07724	13F HOLDINGS REPORT	028-21270	000129045	801-120613	N	
0001398344-25-019223	30-SEP-2025	N							TOWNSEND ASSET MANAGEMENT CORP /NC/ /ADV	3110 EDWARDS MILL ROAD, STE 150		RALEIGH	NC	27612	13F HOLDINGS REPORT	028-19773	000108216	801-18013	N	
0001705819-25-000068	30-SEP-2025	N							FULTON BREAKEFIELD BROENNIMAN LLC	4520 East-west Highway	Suite 450	Bethesda	MD	20814	13F HOLDINGS REPORT	028-05863	000108967	801-57836	N	
0001172661-25-004305	30-SEP-2025	N							LeConte Wealth Management, LLC	333 E. Broadway	4th Floor	Maryville	TN	37804	13F HOLDINGS REPORT	028-25578	000168539	801-78438	N	
0001140361-25-038301	30-SEP-2025	N							Howard Capital Management Group, LLC	11601 WILSHIRE BLVD		Los Angeles	CA	90025	13F HOLDINGS REPORT	028-21162	000310510	801-119502	N	
0001663224-25-000009	30-SEP-2025								Darwin Wealth Management, LLC	4601 W. NORTH A STREET		TAMPA	FL	33609	13F HOLDINGS REPORT	028-17491	000166585	801-80103	N	
0001905083-25-000006	30-SEP-2025								Connective Portfolio Management, LLC	630 THIRD AVENUE	21ST FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-21628	000297755	801-113747	N	
0001484205-25-000012	30-SEP-2025								HALBERT HARGROVE GLOBAL ADVISORS, LLC	111 WEST OCEAN BOULEVARD, SUITE 2300		LONG BEACH	CA	90802	13F HOLDINGS REPORT	028-13854	000105515	801-33048	N	
0001172661-25-004301	30-SEP-2025	N							BEACON INVESTMENT ADVISORY SERVICES, INC.	163 Madison Ave	Suite 600	Morristown	NJ	07960	13F HOLDINGS REPORT	028-17047	000226547	801-96256	N	
0001860132-25-000008	30-SEP-2025								ONE PLUS ONE WEALTH MANAGEMENT, LLC	1061 E. INDIANTOWN ROAD	SUITE 300	JUPITER	FL	33477	13F HOLDINGS REPORT	028-21158			N	
0001597878-25-000006	30-SEP-2025								Capital Advisors, Ltd. LLC	20600 CHAGRIN BLVD	SUITE 1115	SHAKER HEIGHTS	OH	44122	13F HOLDINGS REPORT	028-15701			N	
0002079080-25-000002	30-SEP-2025								BRIAN LOW FINANCIAL GROUP, LLC	4463 BLUEBONNET BOULEVARD	SUITE B	BATON ROUGE	LA	70809	13F HOLDINGS REPORT	028-25677	000306346		N	
0001214659-25-015005	30-SEP-2025	N							Conrad Siegel Investment Advisors, Inc.	501 CORPORATE CIRCLE	P.O. 5900	HARRISBURG	PA	17110-0900	13F HOLDINGS REPORT	028-21518			N	
0001790525-25-000006	30-SEP-2025								HBW ADVISORY SERVICES LLC	2655 1ST STREET	STE 250	SIMI VALLEY	CA	93065	13F HOLDINGS REPORT	028-19591			N	
0001843553-25-000008	30-SEP-2025								Ellsworth Advisors, LLC	1764 GEORGETOWN ROAD		HUDSON	OH	44236	13F HOLDINGS REPORT	028-20543	000297464		N	
0001940917-25-000005	30-SEP-2025								Signature Resources Capital Management, LLC	120 NEWPORT CENTER DRIVE	SUITE 100	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-23611	000144069		N	
0001839445-25-000006	30-SEP-2025								CMG Global Holdings, LLC	2500 DALLAS PARKWAY SUITE 400		PLANO	TX	75093	13F HOLDINGS REPORT	028-21137	000307513	801-118163	N	
0000934745-25-000012	30-SEP-2025								WEATHERLY ASSET MANAGEMENT L. P.	832 CAMINO DEL MAR	SUITE 4	DEL MAR	CA	92014	13F HOLDINGS REPORT	028-15002	000106935	801-48177	N	
0000940445-25-000011	30-SEP-2025								BURNEY CO/	1800 ALEXANDER BELL DRIVE	SUITE 510	RESTON	VA	20191	13F COMBINATION REPORT	028-04852	000106945	801-10232	N	
0001894164-25-000009	30-SEP-2025								Burns Matteson Capital Management, LLC	42 EAST MARKET STREET		CORNING	NY	14830	13F HOLDINGS REPORT	028-23476	000118315	801-61036	N	
0002002654-25-000006	30-SEP-2025								PFS Partners, LLC	350 US HIGHWAY 46		MINE HILL	NJ	07803	13F HOLDINGS REPORT	028-23471	000147872	801-77867	N	
0001697274-25-000005	30-SEP-2025								NVWM, LLC	820 TOWNSHIP LINE ROAD	SUITE 100	YARDLEY	PA	19067	13F HOLDINGS REPORT	028-18692			N	
0001765594-25-000008	30-SEP-2025								CRA Financial Services, LLC	332 TILTON ROAD		NORTHFIELD	NJ	08225	13F HOLDINGS REPORT	028-19056	000124004	801-62232	N	
0001910666-25-000007	30-SEP-2025								City State Bank	1225 COLONIAL PKWY		NORWALK	IA	50211	13F HOLDINGS REPORT	028-22371			N	
0001172661-25-004299	30-SEP-2025	N							KRS Capital Management, LLC	101 West Long Lake Road		Bloomfield	MI	48304	13F HOLDINGS REPORT	028-21849	000142928	801-126105	N	
0001369702-25-000012	30-SEP-2025								AMI ASSET MANAGEMENT CORP	10866 WILSHIRE BLVD STE 770		LOS ANGELES	CA	90024	13F HOLDINGS REPORT	028-11962			N	
0001398344-25-019212	30-SEP-2025	N							RICHARDS, MERRILL & PETERSON, INC.	612 WEST MAIN STREET	THE M BUILDING SUITE 201	SPOKANE	WA	99201	13F HOLDINGS REPORT	028-25048		8-00071	N	
0000860486-25-000008	30-SEP-2025								HIGHLAND CAPITAL MANAGEMENT, LLC	850 RIDGE LAKE BLVD	SUITE 205	MEMPHIS	TN	38120	13F HOLDINGS REPORT	028-03959	000104842	801-8762	N	
0001437749-25-031122	30-SEP-2025								MBL Wealth, LLC	301 S. MCDOWELL STREET	SUITE 1100	CHARLOTTE	NC	28204	13F HOLDINGS REPORT	028-20875			N	
0001803329-25-000014	30-SEP-2025								Regent Peak Wealth Advisors LLC	200 GALLERIA PKWY SE	SUITE 1175	ATLANTA	GA	30339	13F HOLDINGS REPORT	028-20102	000298259		N	
0001535611-25-000008	30-SEP-2025								Silverleafe Capital Partners, LLC	6815 POPLAR AVENUE, SUITE 205		GERMANTOWN	TN	38138	13F HOLDINGS REPORT	028-18358			N	
0001008937-25-000010	30-SEP-2025								TRUST CO OF TOLEDO NA /OH/	1630 TIMBERWOLF DR		HOLLAND	OH	43528	13F HOLDINGS REPORT	028-05302			N	
0001843867-25-000011	30-SEP-2025								Curran Financial Partners, LLC	115 RIVER LANDING DRIVE  SUITE 200		DANIEL ISLAND	SC	29492	13F HOLDINGS REPORT	028-21080	000281943		N	
0001379995-25-000010	30-SEP-2025	Y	1	RESTATEMENT					HBK Sorce Advisory LLC	2725 COLONIAL AVE		ERIE	PA	16506	13F HOLDINGS REPORT	028-12153	000112139	801-60424	N	
0002001526-25-000011	30-SEP-2025								DecisionMap Wealth Management, LLC	746 WALKER ROAD	SUITE 16	GREAT FALLS	VA	22066	13F HOLDINGS REPORT	028-24842	000328429	801-128871	N	
0001172661-25-004297	30-SEP-2025	N							Syntegra Private Wealth Group, LLC	14567 N Outer 40 Rd	Suite 225	Chesterfield	MO	63017	13F HOLDINGS REPORT	028-22915	000323180	801-126688	N	
0001867587-25-000005	30-JUN-2025								Invst, LLC	3625 E. 96TH STREET		INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-21281			N	
0001765380-25-000431	30-SEP-2025								Precision Wealth Strategies, LLC	4622 MACKLIND AVE		SAINT LOUIS	MO	63109	13F HOLDINGS REPORT	028-21148	000299827	801-114482	N	
0002032486-25-000009	30-SEP-2025								Stonekeep Investments, LLC	7 CAMINO OSITO		SANTE FE	NM	87505	13F HOLDINGS REPORT	028-24264			N	
0001856022-25-000008	30-SEP-2025								Blue Trust, Inc.	1000 HEALTH PARK DRIVE	SUITE 400	BRENTWOOD	TN	37027	13F HOLDINGS REPORT	028-21235			N	
0001398344-25-019206	30-SEP-2025	N							SHEETS SMITH WEALTH MANAGEMENT	120 CLUB OAKS COURT	SUITE 200	WINSTON-SALEM	NC	27104	13F HOLDINGS REPORT	028-06709	000105710	801-31437	N	
0002085853-25-000098	30-SEP-2025	N							VCI Wealth Management LLC	530 Vance Road		St Louis	MO	63088	13F COMBINATION REPORT	028-23584	000324833	801-127960	N	
0001754960-25-000673	30-SEP-2025								RAINIER FAMILY WEALTH INC	1102 BROADWAY SUITE 312		TACOMA	WA	98402	13F HOLDINGS REPORT	028-25642			N	
0002022843-25-000009	30-SEP-2025								V2 Financial group LLC	1536 EAST BAILEY ROAD		NAPERVILLE	IL	60565	13F HOLDINGS REPORT	028-24112	000142189		N	
0002085853-25-000100	30-SEP-2025	N							Park Capital Management, LLC / WI	1601 Greenway Cross, Suite 201		Madison	WI	53713	13F HOLDINGS REPORT	028-24667			N	
0001741426-25-000003	30-SEP-2025	N							Quad-Cities Investment Group, LLC	5177 UTICA RIDGE ROAD		DAVENPORT	IA	52807	13F HOLDINGS REPORT	028-18795			N	
0001824700-25-000004	30-SEP-2025	N							Capital Advisors Wealth Management, LLC	1104 N. 35TH AVE		YAKIMA	WA	98902	13F HOLDINGS REPORT	028-21142	000309387	801-118930	N	
0002085853-25-000099	30-SEP-2025	N							V. M. MANNING & CO., INC.	P.O. BOX 10389		GREENVILLE	SC	29603	13F HOLDINGS REPORT	028-25773			N	
0001754960-25-000677	30-SEP-2025								Kingstone Capital Partners Texas, LLC	6160 WARREN PARKWAY		FRISCO	TX	75034	13F HOLDINGS REPORT	028-25387			N	
0002085853-25-000103	30-SEP-2025	N							Yeomans Consulting Group, Inc.	61 Atlanta Street Se		Marietta	GA	30060	13F HOLDINGS REPORT	028-24018	000125573	801-96287	N	
0002085853-25-000101	30-SEP-2025	N							VISTA INVESTMENT PARTNERS LLC	5601 N. Classen Blvd.	Suite 101	Oklahoma City	OK	73118	13F HOLDINGS REPORT	028-24181	000286014	801-108779	N	
0002085853-25-000096	30-SEP-2025	N							TrueWealth Advisors, LLC	2000 SOUTHLAKE PARK	SUITE 200	BIRMINGHAM	AL	35244	13F HOLDINGS REPORT	028-20456			N	
0001568132-25-000007	30-SEP-2025								Financial Management Professionals, Inc.	6034 W. COURTYARD DR.	SUITE 380	AUSTIN	TX	78730	13F HOLDINGS REPORT	028-15131			N	
0001580642-25-006592	30-SEP-2025	N							CWM, LLC	14600 BRANCH ST.		OMAHA	NE	68154	13F HOLDINGS REPORT	028-15648			N	
0001427202-25-000010	30-SEP-2025								Busey Bank	201 W MAIN ST		URBANA	IL	61801	13F HOLDINGS REPORT	028-12957			N	
0000894189-25-011350	30-SEP-2025	N							Pacer Advisors, Inc.	500 Chesterfield Parkway		Malvern	PA	19355	13F HOLDINGS REPORT	028-16803			N	
0001512601-25-000013	30-SEP-2025								BSW Wealth Partners	2300 BROADWAY STREET		BOULDER	CO	80304	13F COMBINATION REPORT	028-14299			N	
