ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001802868-25-000010	30-SEP-2025								TL Private Wealth	165 S KIMBALL AVE	STE 120	SOUTHLAKE	TX	76092	13F HOLDINGS REPORT	028-19851	000167818	801-110449	N	
0001731447-25-000008	30-SEP-2025								Leonard Rickey Investment Advisors P.L.L.C.	3908 CREEKSIDE LOOP, SUITE 100		YAKIMA	WA	98902	13F HOLDINGS REPORT	028-18577	000116891	801-77834	N	
0002067541-25-000003	30-SEP-2025								21 West Wealth Management LLC	2522 CHAMBERS ROAD, SUITE 100		TUSTIN	CA	92780	13F HOLDINGS REPORT	028-25647	000304532	801-132023	N	
0001801263-25-000008	30-SEP-2025								Parcion Private Wealth LLC	11980 NE 24TH STREET	SUITE 210	BELLEVUE	WA	98005	13F COMBINATION REPORT	028-19956	000305115	801-117477	N	
0000905729-25-000169	30-SEP-2025	N							Cranbrook Wealth Management, LLC	36330 Woodward Ave.	Suite 200	Bloomfield Hills	MI	48304	13F HOLDINGS REPORT	028-15826	000132058	801-66180	N	
0001992748-25-000006	30-SEP-2025								CJM Wealth Advisers, Ltd.	3110 FAIRVIEW PARK DRIVE	SUITE 900	FALLS CHURCH	VA	22042	13F HOLDINGS REPORT	028-23387	000107750	801-14391	N	
0001096783-25-000005	30-SEP-2025								BAXTER BROS INC	1030 EAST PUTNAM AVE		RIVERSIDE	CT	06878	13F HOLDINGS REPORT	028-05169	000106548		N	
0001172661-25-004284	30-SEP-2025	N							PATTON FUND MANAGEMENT, INC.	228 Park Avenue S	Suite 31616	New York	NY	10003	13F HOLDINGS REPORT	028-19566	000120533	801-88211	N	
0001767601-25-000007	30-SEP-2025								MARKET STREET WEALTH MANAGEMENT ADVISORS LLC	3105 E 98TH STREET	SUITE 170	INDIANAPOLIS	IN	46280	13F HOLDINGS REPORT	028-19106	000122212	801-62577	N	
0001085146-25-005939	30-SEP-2025	N							Affiance Financial, LLC	600 HIGHWAY 169 S., SUITE 1750		ST. LOUIS PARK	MN	55426	13F HOLDINGS REPORT	028-18187	000113200	801-78208	N	
0002046333-25-000012	30-SEP-2025								Oriental Harbor Investment Master Fund	SUITE 5808 58/F TWO IFC	8 FINANCE STREET, CENTRAL	HONG KONG	K3	HKSAR	13F HOLDINGS REPORT	028-24513			N	
0002050169-25-000006	30-SEP-2025								Quantum Financial Planning Services, Inc.	720 BOONE AVE	SUITE 100	SPOKANE	WA	99201	13F HOLDINGS REPORT	028-24597	000115877	801-110112	N	
0000869367-25-000007	30-SEP-2025								ROFFMAN MILLER ASSOCIATES INC /PA/	1835 MARKET STREET	SUITE 500	PHILADELPHIA	PA	19103	13F HOLDINGS REPORT	028-04141			N	
0002040377-25-000007	30-SEP-2025								Paladin Wealth, LLC	4105 LEXINGTON AVE N STE 230		ARDEN HILLS	MN	55126	13F HOLDINGS REPORT	028-24385	000288387	801-128300	N	
0001990690-25-000007	30-SEP-2025								Meritas Wealth Management, LLC	3950 CIVIC CENTER DRIVE	SUITE 210	SAN RAFAEL	CA	94903	13F HOLDINGS REPORT	028-23380	000148565	801-69687	N	
0002008666-25-000007	30-SEP-2025								PRECEDENT WEALTH PARTNERS, LLC	1800 WEST LOOP SOUTH	SUITE 1400	HOUSTON	TX	77027	13F HOLDINGS REPORT	028-23516			N	
0001976256-25-000008	30-SEP-2025	Y	1	RESTATEMENT					ELEVATION WEALTH PARTNERS, LLC	200 PRINGLE AVENUE	SUITE 400	WALNUT CREEK	CA	94596	13F HOLDINGS REPORT	028-23203			N	
0001172661-25-004283	30-SEP-2025	N							Security Financial Services, INC.	12726 Coldwater Road		Fort Wayne	IN	46845	13F HOLDINGS REPORT	028-22377	000122050	801-69787	N	
0001843684-25-000007	30-SEP-2025								West Financial Advisors, LLC	111 EAST GRAND AVE	SUITE 412	DES MOINES	IA	50309	13F HOLDINGS REPORT	028-20531			N	
0001755933-25-000009	30-SEP-2025								Dougherty Wealth Advisers LLC	861 LAKE STREET NORTH		WAYZATA	MN	55391	13F HOLDINGS REPORT	028-19087			N	
0002056313-25-000007	30-SEP-2025								Bernard Wealth Management Corp.	360 N MAIN STREET	SUITE 430	ROYAL OAK	MI	48067	13F HOLDINGS REPORT	028-25020	000159533	801-119146	N	
0002054100-25-000006	30-SEP-2025								Kentucky Trust Co	218 W MAIN ST		DANVILLE	KY	40422	13F HOLDINGS REPORT	028-24661			N	
0001172661-25-004282	30-SEP-2025	N							MATRIX ASSET ADVISORS INC/NY	10 Bank Street	Suite 590	White Plains	NY	10606	13F COMBINATION REPORT	028-05690	000107408	801-36872	N	
0001398344-25-019126	30-SEP-2025	N							Berkshire Money Management, Inc.	161 MAIN ST		DALTON	MA	01226	13F HOLDINGS REPORT	028-15668	000124873	801-61763	N	
0001038661-25-000002	30-SEP-2025								ABNER HERRMAN & BROCK LLC	HARBORSIDE 5	185 HUDSON STREET, SUITE 1640	JERSEY CITY	NJ	07311	13F HOLDINGS REPORT	028-06312	000008517	8-25549	N	
0002085853-25-000076	30-SEP-2025	N							AA Financial Advisors, LLC	150 E Broad St.	Suite 100	Columbus	OH	43215	13F COMBINATION REPORT	028-24043	000119829	801-125806	N	
0001172661-25-004281	30-SEP-2025	N							Berger Financial Group, Inc	1695 State Highway 169		Plymouth	MN	55441	13F HOLDINGS REPORT	028-20514	000308174	801-118923	N	
0001398344-25-019122	30-SEP-2025	N							BigSur Wealth Management LLC	1441 BRICKELL AVENUE, SUITE 1450		MIAMI	FL	33131	13F HOLDINGS REPORT	028-17671	000146511	801-69024	N	
0002085853-25-000075	30-SEP-2025	N							McGrath & Associates, Inc.	P.o. Box 2058		Asheville	NC	28802	13F HOLDINGS REPORT	028-24758			N	
0001379995-25-000009	30-SEP-2025								HBK Sorce Advisory LLC	2725 COLONIAL AVE		ERIE	PA	16506	13F HOLDINGS REPORT	028-12153	000112139	801-60424	N	
0001800911-25-000005	30-SEP-2025								S.A. Mason LLC	170 COLLEGE AVE	SUITE 260	HOLLAND	MI	49423	13F HOLDINGS REPORT	028-19705			N	
0001593688-25-000006	30-SEP-2025								M. Kraus & Co	P. O. BOX 9		SHELBURNE	VT	05482	13F HOLDINGS REPORT	028-15709			N	
0001990190-25-000008	30-SEP-2025								LongView Wealth Management	5605 GLENRIDGE DRIVE	SUITE 300	ATLANTA	GA	30342	13F HOLDINGS REPORT	028-23492			N	
0001025038-25-000012	30-SEP-2025								ARVEST INVESTMENTS, INC.	PO BOX 1515		LOWELL	AR	72745	13F HOLDINGS REPORT	028-23529			N	
0001839695-25-000007	30-SEP-2025								Prairiewood Capital, LLC	3175 SIENNA DRIVE S	SUITE 100	FARGO	ND	58104	13F HOLDINGS REPORT	028-20427			N	
0002006637-25-000006	30-SEP-2025								JAMISON PRIVATE WEALTH MANAGEMENT, INC.	12630 CRABAPPLE ROAD	SUITE 300	MILTON	GA	30004	13F HOLDINGS REPORT	028-23486			N	
0001172661-25-004280	30-SEP-2025	N							Sloy Dahl & Holst, LLC	1220 Main Street	Suite 400	Vancouver	WA	98660	13F HOLDINGS REPORT	028-19663	000110102	801-31712	N	
0001172661-25-004279	30-SEP-2025	N							BlueSky Wealth Advisors, LLC	2131 S. Glenburnie Road	Suite 8	New Bern	NC	28562	13F HOLDINGS REPORT	028-18007	000116760	801-78583	N	
0001213900-25-098472	30-SEP-2025	N							EXCHANGE TRADED CONCEPTS, LLC	10900 Hefner Pointe Drive	Suite 400	Oklahoma City	OK	73120	13F COMBINATION REPORT	028-19670	000151197	801-70485	N	
0001172661-25-004278	30-SEP-2025	N							VANTAGE WEALTH	125 N Raymond Ave.	Suite 309	Pasadena	CA	91103	13F HOLDINGS REPORT	028-15149	000111324	801-49690	N	
0001112325-25-000016	30-SEP-2025								RIVERBRIDGE PARTNERS LLC	80 SOUTH 8TH STREET, SUITE 1500		MINNEAPOLIS	MN	55402	13F HOLDINGS REPORT	028-05655			N	
0001586882-25-000005	30-SEP-2025								J2 Capital Management Inc	1301 W. LONG LAKE RD	STE 260	TROY	MI	48098	13F HOLDINGS REPORT	028-21473			N	
0001964538-25-000007	30-SEP-2025								Mendota Financial Group, LLC	634 WEST MAIN STREET	SUITE 302	MADISON	WI	53703	13F HOLDINGS REPORT	028-22805			N	
0001457005-25-000012	30-SEP-2025								PRIVATE CLIENT SERVICES, LLC	2225 LEXINGTON RD.		LOUISVILLE	KY	40206	13F HOLDINGS REPORT	028-23555	000120222		N	
0001725547-25-004113	30-SEP-2025	N							Kaufman Rossin Wealth, LLC	3310 Mary Street	Suite 501	Miami	FL	33133	13F HOLDINGS REPORT	028-24592	000301921	801-122845	N	
0001730386-25-000004	30-SEP-2025								RETIREMENT INCOME SOLUTIONS, INC	2301 PLATT ROAD	SUITE 300	ANN ARBOR	MI	48104	13F HOLDINGS REPORT	028-18271	000110145	801-71319	N	
0001214659-25-014909	30-SEP-2025	N							Walker Asset Management, LLC	P.O. BOX 8467		SPRINGFIELD	MO	65801	13F HOLDINGS REPORT	028-22412			N	
0001695344-25-000007	30-SEP-2025								NORTHWEST WEALTH MANAGEMENT, LLC	1607 W 18TH ST		SPENCER	IA	51301	13F HOLDINGS REPORT	028-17661	000152816	801-72545	N	
0001597099-25-000006	30-SEP-2025								Somerset Trust Co	151 WEST MAIN STREET		SOMERSET	PA	15501	13F HOLDINGS REPORT	028-15695			N	
0001172661-25-004273	30-SEP-2025	N							BUILDER INVESTMENT GROUP INC /ADV	4401 NORTHSIDE PKWY NW	SUITE 520	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-23146	000107671	801-19907	N	
0002042772-25-000010	30-SEP-2025								Parkwoods Wealth Partners, LLC	507 PLUM STREET	STE 320	SYRACUSE	NY	13204	13F HOLDINGS REPORT	028-24426	000331565	801-130478	N	
0001172661-25-004272	30-SEP-2025	N							TTP Investments, Inc.	1978 The Alameda		San Jose	CA	95126	13F HOLDINGS REPORT	028-18326	000284082	801-107967	N	
0001670903-25-000008	30-SEP-2025								Bridge Creek Capital Management LLC	1095 MAIN STREET		WEST BARNSTABLE	MA	02649	13F HOLDINGS REPORT	028-17410			N	
0001697360-25-000006	30-SEP-2025								Perennial Advisors, LLC	1350 AVENUE OF THE AMERICAS	SUITE 1920	NEW YORK	NY	10019	13F HOLDINGS REPORT	028-17700			N	
0001705819-25-000067	30-SEP-2025	N							Financial Harvest, LLC	1091 WEST MORSE BOULEVARD	SUITE 200	WINTER PARK	FL	32608	13F HOLDINGS REPORT	028-24711	000148271	801-112271	N	
0002051491-25-000017	30-SEP-2025								Westmount Partners, LLC	2049 CENTURY PARK EAST	SUITE 2500	LOS ANGELES	CA	90067	13F HOLDINGS REPORT	028-24542	000158857	801-72739	N	
0001631562-25-000007	30-SEP-2025								CCLA Investment Management	1 ANGEL LANE		LONDON	X0	EC4R 3AB	13F HOLDINGS REPORT	028-20355			N	
0001193125-25-238383	30-SEP-2025	N							BALDWIN WEALTH PARTNERS LLC/MA	204 Spring Street		Marion	MA	02738	13F COMBINATION REPORT	028-05814	000105343	801-15418	N	
0001904152-25-000006	30-SEP-2025								DOPKINS WEALTH MANAGEMENT, LLC	200 INTERNATIONAL DRIVE		WILLIAMSVILLE	NY	14221	13F COMBINATION REPORT	028-21455	000124209	801-61818	N	
0001907327-25-000006	30-SEP-2025								CHERRYDALE WEALTH MANAGEMENT, LLC	221 RIVER STREET, 9TH FLOOR		HOBOKEN	NJ	07030	13F HOLDINGS REPORT	028-21553			N	
0001214659-25-014907	30-SEP-2025	N							Hutchinson Financial Advisors, INC	5243 HICKORY PARK DRIVE	SUITE C	GLEN ALLEN	VA	23059	13F HOLDINGS REPORT	028-25687			N	
0001989744-25-000005	30-SEP-2025								PFW Advisors LLC	3350 RIVERWOOD PARKWAY	SUITE 650	ATLANTA	GA	30339	13F HOLDINGS REPORT	028-23359			N	
0001842089-25-000002	30-SEP-2025								STABLEFORD CAPITAL II LLC	14646 NORTH KIERLAND BLVD, SUITE 145		SCOTTSDALE	AZ	85254	13F HOLDINGS REPORT	028-20521			N	
0001765515-25-000008	30-SEP-2025								S.E.E.D. Planning Group LLC	31 LEWIS ST	SUITE 401	BINGHAMTON	NY	13901	13F HOLDINGS REPORT	028-19672	000018852		N	
0001749283-25-000008	30-SEP-2025								Spartan Planning & Wealth Management	1931 NEW GARDEN RD	STE 220	GREENSBORO	NC	27410	13F HOLDINGS REPORT	028-22530	000166599		N	
0001388382-25-000007	30-SEP-2025								HALL LAURIE J TRUSTEE	GOULSTON & STORRS, PC	ONE POST OFFICE SQUARE	BOSTON	MA	02109	13F HOLDINGS REPORT	028-12085			N	
0001214659-25-014905	30-SEP-2025	N							Physician Wealth Solutions Inc.	3844 ANDORIAN AVE		NORTH LAS VEGAS	NV	89084	13F HOLDINGS REPORT	028-23489	000151570	801-109977	N	
0001085146-25-005938	30-SEP-2025	N							Seaside Wealth Management, Inc.	6154 INNOVATION WAY		CARLSBAD	CA	92009	13F HOLDINGS REPORT	028-22647			N	
0001085146-25-005937	30-SEP-2025	N							Beech Hill Advisors, Inc.	880 THIRD AVENUE		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-11882			N	
0001085146-25-005936	30-SEP-2025	N							Legacy Wealth Asset Management, LLC	683 BIELENBERG DRIVE	SUITE 101	WOODBURY	MN	55125	13F HOLDINGS REPORT	028-21126			N	
0001085146-25-005935	30-SEP-2025	N							Cohen Investment Advisors LLC	264 SOUTH RIVER ROAD	SUITE 414	BEDFORD	NH	03110	13F HOLDINGS REPORT	028-20670			N	
0001384484-25-000009	30-SEP-2025								MAD RIVER INVESTORS	84 STATE STREET	SUITE 1060	BOSTON	MA	02109	13F HOLDINGS REPORT	028-12322			N	
0001085146-25-005933	30-SEP-2025	N							BRIGHTON JONES LLC	2030 1ST AVENUE	3RD FLOOR	SEATTLE	WA	98121	13F HOLDINGS REPORT	028-14506	000108601	801-57087	N	
0001085146-25-005932	30-SEP-2025	N							Salvus Wealth Management, LLC	200 SCHULZ DRIVE	SUITE 302	RED BANK	NJ	07701	13F HOLDINGS REPORT	028-20431	000171986	801-117044	N	
0001085146-25-005931	30-SEP-2025	N							Foster Group, Inc.	6601 WESTOWN PARKWAY, SUITE 100		WEST DES MOINES	IA	50266	13F HOLDINGS REPORT	028-20451	000107148	801-38507	N	
0001712892-25-000005	30-SEP-2025								 ONCE CAPITAL MANAGEMENT, LLC	450 PARK AVENUE	27TH FLOOR	NEW YORK	NY	10022	13F HOLDINGS REPORT	028-22160		801-120989	N	
0001085146-25-005930	30-SEP-2025	N							Harbor Group, Inc.	331 SOUTH RIVER ROAD		BEDFORD	NH	03110	13F HOLDINGS REPORT	028-20446	000105637	801-22924	N	
0001085146-25-005929	30-SEP-2025	N							Edge Wealth Management LLC	805 3RD AVE 12TH FLOOR		NEW YORK	NY	10022	13F HOLDINGS REPORT	028-15102	000142380	801-67345	N	
0001085146-25-005927	30-SEP-2025	N							Evanson Asset Management, LLC	3483 GREENFIELD PLACE		CARMEL	CA	93923	13F HOLDINGS REPORT	028-16439	000135188	801-64387	N	
0001085146-25-005926	30-SEP-2025	N							Goelzer Investment Management, Inc.	10 EAST MAIN STREET	SUITE 110	CARMEL	IN	46032	13F HOLDINGS REPORT	028-14976	000044402	801-55588	N	
0001085146-25-005925	30-SEP-2025	N							ARTHUR M. COHEN & ASSOCIATES, LLC	1033 SKOKIE BOULEVARD	SUITE 200	NORTHBROOK	IL	60062	13F HOLDINGS REPORT	028-17597	000105894	801-35752	N	
0001085146-25-005924	30-SEP-2025	N							DLK Investment Management, LLC	238 N CEDROS AVE	SUITE 200	SOLANA BEACH	CA	92075	13F HOLDINGS REPORT	028-24052	000149096	801-69825	N	
0001085146-25-005921	30-SEP-2025	N							Community Bank of Raymore	PO BOX 200		RAYMORE	MO	64083-0200	13F HOLDINGS REPORT	028-16360			N	
0002047540-25-000008	30-SEP-2025								Generali Investments CEE, investicni spolecnost, a.s.	NA PANKRACI 1720/123		PRAGUE	2N	14021	13F HOLDINGS REPORT	028-24803			N	
0001213900-25-098277	30-SEP-2025	N							Accelerate Investment Advisors LLC	120 Vantis Drive	Suite 330	Aliso Viejo	CA	92656	13F HOLDINGS REPORT	028-24386	000325859	801-127772	N	
0001214659-25-014902	30-SEP-2025	N							JBR Co Financial Management Inc	130 D ST. NW		ARDMORE	OK	73401	13F HOLDINGS REPORT	028-24064			N	
0001214659-25-014903	30-SEP-2025	N							Lake Hills Wealth Management, LLC	8601 RANCH ROAD 2222	BUILDING 1, SUITE 230	AUSTIN	TX	78730	13F HOLDINGS REPORT	028-21438			N	
0001104659-25-098878	30-SEP-2025	N							CAPITAL INSIGHT PARTNERS, LLC	7328 E. Deer Valley Rd.	Ste 105	Scottsdale	AZ	85255	13F HOLDINGS REPORT	028-17100			N	
0001664214-25-000013	30-SEP-2025								Clarius Group, LLC	999 THIRD AVENUE, SUITE 3050		SEATTLE	WA	98104	13F HOLDINGS REPORT	028-17249	000173347	801-80681	N	
0002085853-25-000071	30-SEP-2025	N							WestHill Financial Advisors, Inc.	999 Fifth Ave	Suite 300	San Rafael	CA	94901	13F HOLDINGS REPORT	028-21038	000152506	801-71005	N	
0002085853-25-000068	30-SEP-2025	N							Fortitude Financial, LLC	123 E 2nd Ave	Suite A	Spokane	WA	99202	13F HOLDINGS REPORT	028-25626			N	
0001768744-25-000009	31-MAR-2025								Munro Partners	LEVEL 19, 80 COLLINS STREET		MELBOURNE	C3	3000	13F HOLDINGS REPORT	028-25763			N	
0002085853-25-000069	30-SEP-2025	N							TCI Wealth Advisors, Inc.	4011 E Sunrise Dr		Tucson	AZ	85718	13F HOLDINGS REPORT	028-15613	000107373	801-37083	N	
0002067591-25-000009	30-SEP-2025								TOWER TRUST & INVESTMENT Co	100 E KIMBERLY RD STE 800		DAVENPORT	IA	52806	13F HOLDINGS REPORT	028-25573			N	
0002085853-25-000070	30-SEP-2025	N							Hixon Zuercher, LLC	101 West Sandusky Street	Suite 301	Findlay	OH	45840	13F HOLDINGS REPORT	028-21378	000123465	801-111071	N	
0001911097-25-000006	30-SEP-2025								Marion Wealth Management	2790 MOSSIDE BOULEVARD	SUITE 640	MONROEVILLE	PA	15146	13F HOLDINGS REPORT	028-21992			N	
0001601539-25-000010	30-SEP-2025								CHICAGO TRUST Co NA	50 COMMERCE DR		GRAYSLAKE	IL	60030	13F HOLDINGS REPORT	028-16853			N	
0001172661-25-004269	30-SEP-2025	N							Diversified Enterprises, LLC	3705 Concord Pike		Wilmington	DE	19803	13F HOLDINGS REPORT	028-24479	000331709	801-130728	N	
0001867958-25-000006	30-SEP-2025								SK Wealth Management, LLC	50 HOLDEN STREET		PROVIDENCE	RI	02908	13F HOLDINGS REPORT	028-24530	000109114		N	
0001569453-25-000005	30-SEP-2025								F&V Capital Management, LLC	2300 GLADES ROAD	SUITE 220W	BOCA RATON	FL	33431	13F HOLDINGS REPORT	028-15241			N	
0001977500-25-000007	30-SEP-2025								ABLE Financial Group, LLC	8737 E. VIA DE COMMERCIO	SUITE 100	SCOTTSDALE	AZ	85258	13F HOLDINGS REPORT	028-23246	000323646		N	
0001692632-25-000008	30-SEP-2025								First Bank & Trust	520 6TH ST		BROOKINGS	SD	57006	13F HOLDINGS REPORT	028-17587			N	
0002056100-25-000005	30-SEP-2025								Navigoe, LLC	417 BERYL STREET		REDONDO BEACH	CA	90277	13F HOLDINGS REPORT	028-25346			N	
0001907157-25-000038	30-SEP-2025								Financial Connections Group, Inc.	21 TAMAL VISTA BLVD.	#105	CORTE MADERA	CA	94925	13F HOLDINGS REPORT	028-21874			N	
0002054795-25-000002	30-SEP-2025								Warburton Capital Management, LLC	6120 S YALE AVE	SUITE 1010	TULSA	OK	74136	13F HOLDINGS REPORT	028-24829			N	
0001725888-25-000004	30-SEP-2025								Lester Murray Antman dba SimplyRich	2601 JEFFERSON STREET #407		CARLSBAD	CA	92008	13F HOLDINGS REPORT	028-18236			N	
0001941040-25-000544	30-SEP-2025	N							CWC Advisors, LLC.	5800 MEADOWS ROAD	SUITE 230	LAKE OSWEGO	OR	97035	13F HOLDINGS REPORT	028-14502	000127739	801-62369	N	
0001104659-25-098692	30-SEP-2025	N							Sound Income Strategies, LLC	500 West Cypress Creek Road	Suite 290	Ft Lauderdale	FL	33309	13F HOLDINGS REPORT	028-18555	000173272	801-80425	N	
0002054083-25-000002	30-SEP-2025								SoundView Advisors Inc.	1441 W BAY DRIVE NW	SUITE 201	OLYMPIA	WA	98502	13F HOLDINGS REPORT	028-24824			N	
0002085853-25-000066	30-SEP-2025	N							Cornerstone Management, Inc.	3237 SATELLITE BOULEVARD	SUITE 400	DULUTH	GA	30096	13F HOLDINGS REPORT	028-23212			N	
0001561790-25-000009	30-SEP-2025								Thomasville National Bank	PO BOX 1177		THOMASVILLE	GA	31799	13F HOLDINGS REPORT	028-15081			N	
0001085146-25-005913	30-SEP-2025	N							Spinnaker Investment Group, LLC	4100 Macarthur Blvd. Suite 120		Newport Beach	CA	92660	13F HOLDINGS REPORT	028-22188	000283414	801-107671	N	
0001085146-25-005911	30-SEP-2025	N							DKM Wealth Management, Inc.	10100 TRINITY PARKWAY	SUITE 450	STOCKTON	CA	95219	13F HOLDINGS REPORT	028-24992	000316778	801-127619	N	
0001085146-25-005910	30-SEP-2025	N							Arlington Financial Advisors, LLC	100 E. DE LA GUERRA ST.		SANTA BARBARA	CA	93101	13F HOLDINGS REPORT	028-18243			N	
0001725547-25-004112	30-SEP-2025								HMV Wealth Advisors, LLC	333 TEXAS STREET	SUITE 1525	SHREVEPORT	LA	71101	13F HOLDINGS REPORT	028-24849	000297747	801-127046	N	
0001085146-25-005909	30-SEP-2025	N							RoundAngle Advisors LLC	1 HARDING ROAD	SUITE 206	RED BANK	NJ	07701-5900	13F HOLDINGS REPORT	028-24562	000282178	801-107449	N	
0001085146-25-005908	30-SEP-2025	N							Lineweaver Wealth Advisors, LLC	9035 SWEET VALLEY DRIVE		VALLEY VIEW	OH	44125	13F HOLDINGS REPORT	028-19659	000173310	801-80580	N	
0001085146-25-005907	30-SEP-2025	N							Charles Schwab Trust Co	2360 CORPORATE CIRCLE		HENDERSON	NV	89074	13F COMBINATION REPORT	028-19636			N	
0001085146-25-005906	30-SEP-2025	N							TLWM	40 NE LOOP 410, SUITE 644		SAN ANTONIO	TX	78216	13F HOLDINGS REPORT	028-18670	000158305	801-79214	N	
0001941040-25-000543	30-SEP-2025	N							MYECFO, LLC	6020 La Jolla Hermosa Ave		La Jolla	CA	92037	13F HOLDINGS REPORT	028-23324	000166919	801-120679	N	
0001085146-25-005905	30-SEP-2025	N							Seneca House Advisors	5609 PATTERSON AVENUE		RICHMOND	VA	23226	13F HOLDINGS REPORT	028-18653			N	
0001085146-25-005903	30-SEP-2025	N							Sarasin & Partners LLP	Juxon House	100 ST. PAUL'S CHURCHYARD	London	X0	EC4M 8BU	13F HOLDINGS REPORT	028-14146	000160009	802-74624	N	
0001085146-25-005901	30-SEP-2025	N							Foster Victor Wealth Advisors, LLC	10 TOY STREET, SUITE 200		GREENVILLE	SC	29601	13F HOLDINGS REPORT	028-19436	000283656	801-107775	N	
0001910210-25-000005	30-SEP-2025								TILIA FIDUCIARY PARTNERS, INC.	32 NORTH FRONT STREET		WILMINGTON	NC	28401	13F HOLDINGS REPORT	028-22176	000157852	801-120194	N	
0001821549-25-000004	30-SEP-2025								BNC WEALTH MANAGEMENT, LLC	8625 SW CASCADE AVENUE	SUITE 410	BEAVERTON	OR	97008	13F HOLDINGS REPORT	028-20405			N	
0001816444-25-000006	30-SEP-2025								Sara-Bay Financial	2201 CANTU CT	SUITE 102	SARASOTA	FL	34232	13F HOLDINGS REPORT	028-20304	000133443		N	
0001672594-25-000006	30-SEP-2025								Douglas Lane & Associates, LLC	ONE DAG PLAZA	885 SECOND AVENUE, 42ND FLOOR	NEW YORK	NY	10017	13F HOLDINGS REPORT	028-17416	000282563	801-107161	N	
0001104659-25-098651	30-SEP-2025	N							ORRSTOWN FINANCIAL SERVICES INC	4750 LINDLE RD		HARRISBURG	PA	17111	13F HOLDINGS REPORT	028-13107			N	
0001172661-25-004250	30-SEP-2025	N							Red Door Wealth Management, LLC	756 Ridge Lake Boulevard		Memphis	TN	38120	13F HOLDINGS REPORT	028-19702	000153235	801-79374	N	
0001635633-25-000009	30-SEP-2025								TRUST POINT INC.	230 FRONT STREET NORTH		LA CROSSE	WI	54601	13F HOLDINGS REPORT	028-23522			N	
0001738828-25-000009	30-SEP-2025								Pathway Financial Advisors LLC	725 COMMUNITY DRIVE	SUITE 402	SOUTH BURLINGTON	VT	05403	13F HOLDINGS REPORT	028-18736	000124801	801-64598	N	
0001915765-25-000005	30-SEP-2025								jvl associates llc	1657 GEZON PARKWAY SW	SUITE C	WYOMING	MI	49519	13F HOLDINGS REPORT	028-22355	000124018		N	
0001015308-25-000008	30-SEP-2025								WEDGE CAPITAL MANAGEMENT L L P/NC	301 SOUTH COLLEGE STREET SUITE 3800		CHARLOTTE	NC	28202	13F HOLDINGS REPORT	028-05670			N	
0001842787-25-000009	30-SEP-2025								Newton One Investments LLC	131 CONTINENTAL DRIVE	SUITE 206	NEWARK	DE	19713	13F HOLDINGS REPORT	028-20475	000147048	801-69525	N	
0000014745-25-000008	30-SEP-2025								BROWN, LISLE/CUMMINGS, INC.	ONE TURKS HEAD PLACE - SUITE 800		PROVIDENCE	RI	02903-2273	13F HOLDINGS REPORT	028-24207	000001331	801-121156	N	
0001800245-25-000002	30-SEP-2025								NATURAL INVESTMENTS, LLC	1330 GUMVIEW ROAD		WINDSOR	CA	95492	13F HOLDINGS REPORT	028-20215			N	
0001908433-25-000008	30-SEP-2025								Kathleen S. Wright Associates Inc.	61 MCMURRAY ROAD	SUITE 204	PITTSBURGH	PA	15241	13F HOLDINGS REPORT	028-21575	000121300	801-62560	N	
0001934226-25-000008	30-SEP-2025								Ridgeline Wealth, LLC	2929 N POWER RD, STE 101		MESA	AZ	85215	13F HOLDINGS REPORT	028-24533	000318258	801-128531	N	
0001869923-25-000002	30-SEP-2025								Corsicana & Co.	P.O. BOX 624		CORSICANA	TX	75151	13F HOLDINGS REPORT	028-21284			N	
0001140334-25-000007	30-SEP-2025								FLPUTNAM INVESTMENT MANAGEMENT CO	5 WIDGERY WHARF		PORTLAND	ME	04101	13F HOLDINGS REPORT	028-06465	000106233	801-21951	N	
0001172661-25-004246	30-SEP-2025	N							FOUNDERS CAPITAL MANAGEMENT, LLC	1 State Street	Suite 1700	Hartford	CT	06103	13F HOLDINGS REPORT	028-15673	000118853	801-60878	N	
0001172661-25-004245	30-SEP-2025	N							Benson Investment Management Company, Inc.	P.o. Box 21605		Roanoke	VA	24018	13F HOLDINGS REPORT	028-17606	000132828	801-107251	N	
0000897378-25-000016	30-SEP-2025								CONGRESS ASSET MANAGEMENT CO	2 SEAPORT LANE	5TH FLOOR	BOSTON	MA	02210	13F HOLDINGS REPORT	028-03434			N	
0001172661-25-004243	30-SEP-2025	N							Lionshead Wealth Management, LLC	250 W. 55th St.	17th Floor	New York	NY	10019	13F HOLDINGS REPORT	028-25264	000288526	801-110632	N	
